title,description,image,size,price
product1,SCHARF Men Brown Leather Solid Belt (= product1),"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/productimage/2019/2/2/bd23aeea-1154-4994-bf69-7ebb2bebb34b1549048311264-1.jpg",Width:3.5cm,524.96
product1,FabSeasons Unisex Maroon & Black Reversible Beanie,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/1018438/2016/7/26/11469537482483-FabSeasons-Unisex-Cap (= product2)s-3221469537479794-1.jpg",,97.44
product1,Peter England Men Black Leather Solid Two Fold Wallet,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/8480431/2019/2/6/18816b5b-5577-4a44-ab8d-5da44de9733e1549431787454-Peter-England-Men-Wallets-5091549431787033-1.jpg",Height: 10 cm,35.84
product1,Tommy Hilfiger Men Black & Beige Solid Belt (= product1),"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2444220/2018/2/19/11519034360824-Tommy-Hilfiger-Men-Belt (= product1)s-7661519034360735-1.jpg",Width: 3.8 cm,6.92
product1,Gauge Machine Men Navy Blue Solid Two Fold Leather Wallet,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/8487571/2019/1/21/b98f7597-27cc-4712-bd1c-3bdfacddebe31548069397415-Gauge-Machine-Men-Wallets-7011548069396451-1.jpg",Height: 10 cm,31.79
product1,Tommy Hilfiger Men Black Textured Belt (= product1),"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/8387457/2019/1/25/8ff2379e-afba-49ed-954a-360e80a49b231548406916054-Tommy-Hilfiger-Men-Black-Textured-Belt (= product1)-8751548406915728-1.jpg",Width: 3.5 cm,56.67
product1,Lino Perros Men Red & Blue Accessory Gift Set,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/7510247/2018/10/8/b052ec97-58f8-45d2-ad3a-a1a446f3220d1538980448825-Lino-Perros-Men-Red--Blue-Accessory-Gift-Set-1451538980448706-1.jpg",Tie: ,97.44
product1,Ruosh Signature Men Grey Leather Belt (= product1),"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/image/style/properties/828857/Ruosh-Men-Grey-Leather-Belt (= product1)_1_40a939a54b239ddcb1927781a7f34d74.jpg",,263.33
product1,Da Milano Men Brown Solid Two Fold Wallet,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/productimage/2019/1/5/3b2d903c-e659-47c8-91de-2ad3731acbb11546649831996-1.jpg",Length-3.6 Inches,117.11
product1,Blacksmith Blue Solid Skinny Tie,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/4378003/2018/3/28/11522226933342-Blacksmith-Matt-Navy-Blue-Solid-Tie-for-Men-3951522226933251-1.jpg",Length- 147 to 152 cm,117.11
product1,Hidesign Men Black Textured Leather Belt (= product1),"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/8091591/2018/12/18/df854d24-c5ed-468a-bfe7-329e8fab1db41545125434097-Hidesign-Men-Belt (= product1)s-9781545125433598-1.jpg",Width: 3.5 cm,6.92
product1,Tossido Green Square Cufflinks,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/productimage/2018/11/26/3f6c5939-1d6a-430b-84a3-f5308be345521543223757891-1.jpg",Dimensions:,31.79
product1,Pacific Gold Men Black & Brown Reversible Belt (= product1),"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/image/style/properties/1032691/Pacific-Gold-Men-Belt (= product1)s_1_25ccf752f6592326b29343f4b314ded8.jpg",,6.92
product1,Ruosh Men Black Leather Belt (= product1),"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/image/style/properties/828860/Ruosh-Men-Black-Leather-Belt (= product1)_1_ae179072af1a1d86d5e65995e37aed46.jpg",,524.96
product1,Hidesign Men Tan Brown Textured Belt (= product1),"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/8091589/2018/12/18/405faf17-d06c-4d77-bfd4-a6bfe7508eb91545116792708-Hidesign-Men-Belt (= product1)s-491545116792184-1.jpg",Width: 3.5 cm,263.33
product1,SCHARF Men Black Textured Leather Card Holder,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/productimage/2019/1/23/8b9d095a-2ee8-4257-a337-edc7263ff4841548258987010-1.jpg",Height: 10 cm,502.54
product1,Teakwood Leather Men Black Genuine Leather Wallet,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/1234690/2016/7/29/11469774257644-Teakwood-Leather-Men-Black-Genuine-Leather-Wallet-5931469774257178-1.jpg",Height: 10 cm,56.67
product1,United Colors of Benetton Men Brown Solid Two Fold Leather Wallet,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/8488891/2019/1/22/ee7beb14-feba-481f-aec3-78c9ea7860ad1548138673633-United-Colors-of-Benetton-Men-Brown-Solid-Two-Fold-Wallet-70-1.jpg",Height: 10 cm,97.44
product1,Da Milano Men Brown Textured Two Fold Wallet,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/productimage/2019/1/5/75332ddb-231b-445e-bbb5-8c7910d013151546655389684-1.jpg",Height: 4 inches,31.79
product1,FabSeasons Unisex Grey Self Design Beanie,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2291935/2017/11/29/11511938190270-FabSeasons-Acrylic-Woolen-Winter-Skull-Cap (= product2)-8901511938190098-1.jpg",,502.54
product1,Tommy Hilfiger Men Brown Leather Solid Belt (= product1),"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2444221/2018/2/19/11519037537829-Tommy-Hilfiger-Men-Belt (= product1)s-7581519037537723-1.jpg",Width: 3.5 cm,90.93
product1,Tommy Hilfiger Men Coffee Brown Textured Leather Belt (= product1),"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/8386795/2019/1/28/5dae248e-30b9-4462-8364-88e47035e60b1548658620959-Tommy-Hilfiger-Men-Belt (= product1)s-8531548658620524-1.jpg",Width: 3.5 cm,56.67
product1,Hidesign Men Tan Solid Leather Belt (= product1),"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/8091607/2018/12/18/cfd0d6f0-1d21-4723-9a29-208d118945551545125472523-Hidesign-Men-Belt (= product1)s-1781545125472132-1.jpg",Width: 3.5 cm,502.54
product1,Puma Unisex Black ARCHIVE premium Baseball Cap (= product2),"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/6939989/2018/7/27/571cad0f-cc1c-4b40-8722-780365dde3691532689282767-Puma-Unisex-Cap (= product2)s-9731532689282255-1.jpg",,159.42
product1,Lino Perros Men Black & Coffee Brown Textured Reversible Leather Belt (= product1),"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/7510861/2018/10/7/aa63fa50-d58c-4675-adbd-82a4bee50bee1538893484828-Lino-Perros-Men-Black--Brown-Solid-Belt (= product1)-2891538893484643-1.jpg",Width: 3.5 cm,502.54
product1,Pacific Gold Men Black & Brown Reversible Belt (= product1),"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/image/style/properties/1032683/Pacific-Gold-Men-Belt (= product1)s_1_8017734a33b7d62f2c080dc91bf5017d.jpg",,31.79
product1,U.S. Polo Assn. Men Navy Blue Solid Leather Belt (= product1),"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/3013380/2018/6/18/4a16f776-1e7d-4776-92cc-ab0a5d49da441529315324742-US-Polo-Assn-Men-Navy-Blue-Solid-Belt (= product1)-8411529315324255-1.jpg",Width: 3.6 cm,502.54
product1,Tommy Hilfiger Men Black Textured Leather Belt (= product1),"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/8073871/2018/12/18/248975eb-fd03-4a49-abc1-33e4e5d647791545105074486-Tommy-Hilfiger-Men-Black-Textured-Leather-Belt (= product1)-5371545105074-1.jpg",Width: 3.5 cm,117.11
product1,Lino Perros Men Red Woven Design Formal Broad Tie,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/8625073/2019/2/1/1e36526c-5f07-43b2-91d4-246244e5aa4d1549019092090-Lino-Perros-Red-Microfiber-Tie-7291549019091035-1.jpg",Length: 150 cm,97.44
product1,Tistabene Silver-Toned Geometric Cufflinks,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/productimage/2019/1/4/832e5fc8-4f5d-4411-914e-8ef4cda9fa311546603443040-1.jpg",Width: 1.5 cm,159.42
product1,Pacific Gold Men Black & Brown Reversible Belt (= product1),"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/1699895/2016/12/24/11482572688717-Pacific-Gold-Men-Belt (= product1)s-1261482572688526-1.jpg",,117.11
product1,Tommy Hilfiger Men Black & Brown Solid Reversible Leather Belt (= product1),"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/8387283/2019/1/29/1a73df00-b324-4111-a3a8-73a2a542c69e1548747124538-Tommy-Hilfiger-Men-Belt (= product1)s-1861548747123932-1.jpg",Width: 3.5 cm,159.42
product1,Wildcraft Unisex Red Printed Two Fold Wallet,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/8396393/2019/1/17/6714236a-f180-4b3b-9443-39b9a273a8431547706157673-Wildcraft-Unisex-Red-Printed-Two-Fold-Wallet-532154770615712-1.jpg",Height:11 cm,117.11
product1, Lino Perros Men Yellow & Navy Blue Accessory Gift Set,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/7510286/2018/10/7/221207e3-c13f-4a5e-a029-4fc14a71ac3f1538911867173-Linen-Dogs-Men-Yellow-Accessory-Gift-Set-6841538911867042-1.jpg",Tie:��146 cm x 7.5 cm��(length x width),117.11
product1,Teakwood Leathers Men Brown & Black Leather Accessory Gift Set,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/8421657/2019/1/8/b76e77b0-c921-4702-9c14-36b5b82bc3691546927821333-Teakwood-Leathers-brown-9821546927820594-1.jpg",Wallet: 10 cm x 8.5 cm x 1.5 cm (height x width x depth),263.33
product1,Pacific Gold Men Black & Brown Reversible Belt (= product1),"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/image/style/properties/1032690/Pacific-Gold-Men-Belt (= product1)s_1_9b3128b60b2364a6bbf102b882ea22da.jpg",,159.42
product1,Celio Men Beige & Red Printed Scarf,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/3010893/2018/4/18/11524037270086-Celio-Men-Beige--Red-Printed-Scarf-6321524037269996-1.jpg",Length: 1.74 m,56.67
product1,BuckleUp Men Black Accessory Gift Set,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2060251/2017/8/28/11503901300540-BuckleUp-Men-Accessory-Gift-Set-241503901300300-1.jpg",Wallet,90.93
product1,Peter England Men Black Leather Textured Two Fold Wallet,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/8480425/2019/2/6/4aea2b8a-b3a4-4cf2-8f46-7a568bd48dc61549431773864-Peter-England-Men-Wallets-9711549431773466-1.jpg",Height: 10 cm,263.33
product1,Peter England Men Black Solid Leather Two Fold Wallet,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/7310919/2018/9/7/e01bfe29-1e6c-4597-a959-4b0a56e0e1531536318217715-na-3641536318217542-1.jpg",Height: 11 cm,90.93
product1,Tossido Men Peach-Coloured Accessory Gift Set,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/8048107/2018/12/14/2f79d552-d738-404b-9959-179eee6757fe1544769953468-Tossido-Men-Peach-Coloured-Accessory-Gift-Set-89615447699527-1.jpg",,56.67
product1,Swiss Design Men Brown Leather Solid Belt (= product1),"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/8166161/2018/12/11/098339f9-5f31-450a-aff9-3487c9a6c4f11544515160105-Swiss-Design-Brown-Color-Leather-Belt (= product1)-For-Men-SDBLT_533_BRN_-1.jpg",Width: 3 cm,159.42
product1,Pacific Gold Men Black Belt (= product1),"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/1232413/2016/2/22/11456127293760-Pacific-Gold-Men-Belt (= product1)s-2901456127293507-1.jpg",,6.92
product1,WildHorn Men Black Accessory Gift Set,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/1658769/2016/11/25/11480059139558-WildHorn-Men-Accessory-Gift-Set-1801480059139467-1.jpg",Wallet:,263.33
product1,Flying Machine Men Black Solid Two Fold Leather Wallet,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2096315/2017/9/14/11505390130386-Flying-Machine-Men-Wallets-6531505390130253-1.jpg",,6.92
product1,Peter England Men Black Solid Belt (= product1),"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/6938862/2018/12/6/6db5c35f-3bf4-4a95-b25c-408925b374901544082896239-Peter-England-Men-Belt (= product1)s-8301544082895800-1.jpg",Width:,90.93
product1,SCHARF Men Brown Solid Genuine Leather Belt (= product1),"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/7817039/2018/11/20/1bb9a358-07d1-4edc-9262-53ededa675b31542702189801-SCHARF-Men-Brown-Solid-Leather-Belt (= product1)-9051542702189668-1.jpg",Length:��91.44 cm,56.67
product1,Pacific Gold Men Brown & Tan Accessory Gift Set,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/4704701/2018/4/13/11523604381944-Pacific-Gold-Men-Brown--Tan-Accessory-Gift-Set-6521523604381718-1.jpg",Dimensions of the wallet,35.84
product1,Teakwood Leathers Men Brown Leather Accessory Gift Set,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/8421659/2019/1/8/98102cfc-ece1-44d3-a0ec-381ef0fda6671546927828203-Teakwood-Leathers-brown-9371546927827402-1.jpg",Wallet: 10 cm x 8.5 cm x 1.5 cm (height x width x depth),31.79
product1,Tommy Hilfiger Men Brown Leather Card Holder,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2441726/2018/2/15/11518679803251-Tommy-Hilfiger-Men-Coffee-Brown-Solid-Card-Holder-5111518679803162-1.jpg",Height: 8.5 cm,364.69
product1,ADIDAS Men White Real Madrid 3S Baseball Cap (= product2),"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/7626674/2018/12/3/1366d9a5-e1b3-44e2-a5f9-9189142ff95d1543829758522-Adidas-Men-Cap (= product2)s-5121543829758400-1.jpg",,364.69
product1,Pacific Gold Men Brown Leather Wallet & Belt (= product1),"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/6558879/2018/5/29/bb236ca5-d963-45bb-b4a2-0d22da5117ff1527591323751-Belt (= product1)-and-wallet-combo-9521527591322483-1.jpg",Dimensions of the wallet:,6.92
product1,"Alvaro Castagnino Men Blue, Black & Silver-Toned Accessory Gift Set","https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/7926185/2018/12/7/9e443919-2913-4986-bf76-d707917c74561544174388795-Alvaro-Castagnino-Men-Blue-Black--Silver-Toned-Accessory-Gif-1.jpg",Neck tie- 145cm X 7.5Cm,502.54
product1,Louis Philippe Men Brown Leather Solid Belt (= product1),"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/7113210/2018/8/28/7217c857-ce69-4968-942b-32cfe1cdc1341535450738660-Louis-Philippe-Men-Belt (= product1)s-5551535450738280-1.jpg",Width: 4 cm,35.84
product1,FabSeasons Unisex Blue Beanie,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/1767025/2017/2/17/11487323451637-FabSeasons-Unisex-Cap (= product2)s-2551487323451470-1.jpg",,263.33
product1,Tommy Hilfiger Men Black & Brown Leather Solid Reversible Belt (= product1),"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2444197/2018/2/19/11519038487959-Tommy-Hilfiger-Men-Belt (= product1)s-4831519038487840-1.jpg",Width: 3.5 cm,159.42
product1,Peter England Men Black Self Design Two Fold Wallet,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/7724897/2018/10/31/305193fa-c0e0-4c5c-b3b6-5930230794fb1540984096958-Peter-England-Men-Black-Self-Design-Two-Fold-Wallet-18615409-1.jpg",Height: 9 cms,97.44
product1,United Colors of Benetton Men Coffee Brown Leather Solid Belt (= product1),"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/6835502/2018/8/14/246f5b10-202d-4754-be4b-dfa7e6981b601534251353059-United-Colors-of-Benetton-Men-Coffee-Brown-Leather-Solid-Belt (= product1)-1221534251352967-1.jpg",Width: 3 cm,6.92
product1,INVICTUS Navy Patterned Tie,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2113764/2017/11/6/11509956277202-INVICTUS-Men-Navy-Patterned-Tie-6861509956277102-1.jpg",Length: 156 cm,97.44
product1,BuckleUp Men Black & Beige Accessory Gift Set,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/7275243/2018/9/4/8d726443-9917-495a-ac2d-5ab7aeb8dc711536057712456-BuckleUp-Men-Black--Beige-Accessory-Gift-Set-7051536057712237-1.jpg",Wallet,263.33
product1,Kara Men Brown Genuine Leather Belt (= product1),"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/1910775/2017/5/18/11495097150988-Kara-Men-Belt (= product1)s-5171495097150847-1.jpg",Width: 5 cm,364.69
product1,SCHARF Men Black Solid Belt (= product1),"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/6811416/2018/6/27/522f51de-26b9-4a61-8942-03dd0a68d13a1530082884739-SCHARF-Pepe-Artur-Straight-Black-Novapull-Leather-Belt (= product1)-9471530082884661-1.jpg",Width:��3.8 cm,90.93
product1,Grey Wallet,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/productimage/2018/11/23/12a564b8-28a9-4d64-98b3-859a7c1881d01542984858129-1.jpg",,502.54
product1,Peora Silver-Toned Platinum-Plated Stone-Studded Couple Ring Set,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/3006093/2018/4/5/11522923681147-Peora-Silver-Toned-Platinum-Plated-Stone-Studded-Couple-Ring-Set-71522923681087-1.jpg",,31.79
product1,Alvaro Castagnino Men Green Accessory Gift Set,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/7558685/2018/10/5/3600230e-6b83-4764-bd12-a9810ff66bfc1538734305364-Alvaro-Castagnino-Men-Green-Accessory-Gift-Set-1401538734305218-1.jpg",Tie:,159.42
product1,Louis Philippe Maroon Printed Broad Tie,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/8363683/2019/1/16/c14b71f8-75aa-4e5e-b5ed-ee83868a9be51547617293341-Louis-Philippe-Men-Ties-7401547617292334-1.jpg",Length: 1.48 m,117.11
product1,Blacksmith Men Navy Blue Tie,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2141629/2017/9/26/11506409447429-Blacksmith-Slim-Navy-Blue-Tie-For-Men-51506409447304-1.jpg",Length: 152 cm,31.79
product1,Teakwood Leathers Men Black & Brown Solid Reversible Leather Belt (= product1),"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/7451955/2018/9/20/a1a34e18-7e87-4467-a34f-b9c319ab85511537428735444-na-6321537428735206-1.jpg",Width: 3.5 cm,56.67
product1,Blacksmith Men Maroon & Navy Blue Striped Tie,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2237046/2017/11/10/11510292372164-Blacksmith-Maroon-Formal-Stripe-Tie-for-Men-5131510292372004-1.jpg",,56.67
product1,Puma Men White & Orange EVO WK cotton inner,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/6774563/2018/6/20/4d31811f-387f-4997-b569-4140b1c3fb581529474318901-na-301529474318821-1.jpg",,97.44
product1,United Colors of Benetton Men Brown Solid Leather Belt (= product1),"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/6488034/2018/6/2/1815efe9-f3c5-46f2-954f-9b95bd02ef151527937130266-United-Colors-of-Benetton-Men-Belt (= product1)s-8551527937130086-1.jpg",Width: 3 cm��,97.44
product1,VIMAL JONNEY Men Black Solid Beanie,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/5971627/2018/5/16/64420816-c848-4a10-94f6-13e7161482241526454190721-VIMAL-JONNEY-Men-Black-Solid-Beanie-4601526454190438-1.jpg",,263.33
product1,Harvard Unisex Yellow Solid Baseball Cap (= product2),"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/7277339/2019/1/16/c19af50b-8734-4c11-b315-7510cf981af11547624852495-Harvard-Unisex-Yellow-Solid-Baseball-Cap (= product2)-5671547624851764-1.jpg",Circumference: 56 cm,90.93
product1,Light Blue Wallet,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/productimage/2018/11/24/61756c87-5591-4d11-a6f5-6d8ed91c9cd31543028835973-1.jpg",,35.84
product1,Apsis Men Black Solid Three Fold Wallet,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/6544906/2018/5/26/2913def8-923d-4d18-bd6b-48e5cb78602f1527322865969-na-2381527322865779-1.jpg",Length: 8 cm,364.69
product1,HRX by Hrithik Roshan Men Navy Blue Printed Baseball Cap (= product2),"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2178504/2018/2/2/11517575295603-HRX-by-Hrithik-Roshan-Men-Navy-Blue-Printed-Baseball-Cap (= product2)-6621517575295524-1.jpg",,263.33
product1,SPYKAR Men Brown Genuine Leather Textured Belt (= product1),"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/6614332/2018/6/8/4dd82aff-2caa-448d-a429-4c2d212e28ac1528439794180-SPYKAR-Men-Belt (= product1)s-1181528439794097-1.jpg",Width: 3.5 cm��,56.67
product1,Teakwood Leathers Men Brown Solid Two Fold Wallet,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/7851737/2018/11/23/cb09bb3e-3e10-4ff6-a71f-49e89609ec421542953539286-na-1801542953539098-1.jpg",Length -10CM,159.42
product1,U.S. Polo Assn. Men Tan Solid Leather Belt (= product1),"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/7113154/2018/8/28/67e9749c-7bee-43a3-9bd5-f6d95d849f0b1535446705172-US-Polo-Assn-Men-Belt (= product1)s-5471535446704729-1.jpg",Width: 42 mm,90.93
product1,Lino Perros Men Black Genuine Leather Wallet,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/1702685/2017/1/19/11484809472001-Lino-Perros-Men-Black-Genuine-Leather-Wallet-3931484809471864-1.jpg",,56.67
product1,Kara Unisex Brown Solid Leather Card Holder,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2444505/2018/2/1/11517463342580-Kara-Brown-Color-Genuine-Leather-Card-Holder-9181517463342471-1.jpg",Length: 13 cm,364.69
product1,Alvaro Castagnino Red & Grey Colorblocked Pattern Mufflers for Men,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/7740105/2018/11/3/1d8c9e9c-4195-4c3f-84ae-edec1ce1fcd11541241533741-Alvaro-Castagnino-GreyRedBlue-Colored-Mufflers-for-Men-5581541241533594-1.jpg",Dimensions: 170cm X 30cm,31.79
product1,United Colors of Benetton Men Brown Solid Belt (= product1),"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/6487808/2018/6/2/17b0605b-3355-4e2c-8beb-d66050179b151527940058750-United-Colors-of-Benetton-Men-Belt (= product1)s-1301527940058694-1.jpg",Width: 4 cm,524.96
product1,ADIDAS Unisex White C40 6P CLMCO Self Design Baseball Cap (= product2),"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/6702272/2018/7/11/00243bf8-1d2a-4e42-b0ec-4abdc5884f531531293745326-Adidas-Unisex-White-C40-6P-CLMCO-CA-Self-Design-Baseball-Cap (= product2)-6601531293745234-1.jpg",,35.84
product2,Kara Unisex Navy Black Solid Genuine Leather Card Holder,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/1910801/2017/5/19/11495176042310-Kara-Unisex-Navy-Blue-Solid-Card-Holder-9371495176042276-1.jpg",Height: 10 cm,6.92
product1,Dare by Voylla Silver-Toned Square Cufflinks,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/productimage/2019/1/21/427282a8-b988-4ecd-a45f-b48da19df38e1548046788451-1.jpg",Dimensions:,502.54
product1,FabSeasons Unisex White Solid Baseball Cap (= product2),"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/5136854/2018/4/17/11523953297161-FabSeasons-Unisex-White-Solid-Baseball-Cap (= product2)-8491523953297005-1.jpg",Circumference: 58 cm,159.42
product1,VIMAL Unisex Set of 2 Beanies,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2248356/2017/11/15/11510737423873-VIMAL-Men-Cap (= product2)s-1451510737423658-1.jpg",,97.44
product1,Wildcraft Unisex Black & Red Printed Two Fold Wallet,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/8396359/2019/1/17/880b48b3-b8ed-456e-a49e-57a1b22bdafd1547701640059-Wildcraft-Unisex-Travel-Accessory-3271547701638765-1.jpg",Height: 12 cm,263.33
product1,Alvaro Castagnino Men Peach Accessory Gift Set,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/7926213/2018/12/7/72648aa7-f293-4770-a726-27f56464dc271544175600259-Alvaro-Castagnino-Men-Peach-Accessory-Gift-Set-1871544175597-1.jpg",Tie: 145 cm X 7.5 cm,524.96
product1,WildHorn Men Navy Accessory Gift Set,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/1658772/2016/11/25/11480059157470-WildHorn-Men-Accessory-Gift-Set-571480059157366-1.jpg",Wallet:,90.93
product1,Louis Philippe Men Black Genuine Leather Accessory Gift Set,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/6791536/2018/7/18/fd4ceee5-c48e-4746-966b-1b4ecb7066d11531907204893-Louis-Philippe-Men-Belt (= product1)s-9121531907204746-1.jpg",Dimensions of the belt: 3 cm,117.11
product1,Pacific Gold Men Black & Brown Reversible Belt (= product1),"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/image/style/properties/1032687/Pacific-Gold-Men-Belt (= product1)s_1_b29e74141f2e6faf0016d3c250c8d2f7.jpg",,364.69
product1,Apsis Men Brown Solid Two Fold Wallet,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/6544920/2018/5/26/e1946cc4-2186-4d31-b019-6461e70897c01527322969494-na-711527322969303-1.jpg",Length :12 cm,524.96
product1,ALDO Men Brown Solid Two Fold Wallet,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2398724/2018/1/17/11516180089041-ALDO-Men-Brown-Solid-Two-Fold-Wallet-5351516180088937-1.jpg",Height: 25 cm,56.67
product1,Roadster Unisex Charcoal Embroidered Baseball Cap (= product2),"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/7277328/2018/12/6/12b89cc3-2ad4-4b67-a715-50fe69cc6dce1544088024450-Roadster-Unisex-Charcoal-Solid-Baseball-Cap (= product2)-9631544088023114-1.jpg",,502.54
product1,Pacific Gold Men Black Solid Two Fold Leather Wallet,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/4451980/2018/4/5/11522911966774-Pacific-Gold-Black-Casual-Genuine-Leather-Bifold-Multi-Compartment-Wallets-for-Men-9321522911966642-1.jpg",Height: 9.5 cm,6.92
